plant_id,plant_name,technology,plant_municipality,plant_ort,commissioning_date,grid_connection_level,capacity_mw,capacity_factor,energy_mwh_annual,substation_id,substation_name,distance_m
SEE918247120330,Windpark Sieversdorfer Heide WEA 8,Wind,Jacobsdorf,Jacobsdorf,9/8/2023,Hochspannung,5.6,0.3,14716.8,2781,Petersdorf,1478.065761911202
SEE968425582030,Windpark Sieversdorfer Heide WEA 09,Wind,Jacobsdorf,Jacobsdorf,9/8/2023,Hochspannung,5.6,0.3,14716.8,2781,Petersdorf,1837.835811182814
SEE958147162610,Windpark Odervorland WEA 10,Wind,Jacobsdorf,Jacobsdorf,9/5/2023,Hochspannung,5.6,0.3,14716.8,2781,Petersdorf,2197.1800855493348
SEE910913356968,Windpark Odervorland WEA 11,Wind,Jacobsdorf,Jacobsdorf,9/8/2023,Hochspannung,5.6,0.3,14716.8,2781,Petersdorf,2405.984987212057
SEE954620401429,WEA G1 / 91858,Wind,Nordwestuckermark,Nordwestuckermark,4/1/2025,Hochspannung,5.7,0.3,14979.599999999999,2690,UW Gollmitz,1496.4499643062436
SEE935005151078,WEA G2 / 91859,Wind,Nordwestuckermark,Nordwestuckermark,4/14/2025,Hochspannung,5.7,0.3,14979.599999999999,2690,UW Gollmitz,1380.370881856951
SEE935643487478,KW-WEA 1,Wind,Karstädt,Karstädt,9/20/2023,Hochspannung,6.2,0.3,16293.599999999999,3374,,681.7181739012093
SEE949989225199,KW-WEA 2,Wind,Karstädt,Karstädt,9/21/2023,Hochspannung,6.2,0.3,16293.599999999999,3374,,570.2032653249495
SEE938695487557,KW-WEA 3,Wind,Karstädt,Karstädt,9/12/2023,Hochspannung,6.2,0.3,16293.599999999999,3374,,993.5385937794202
SEE948664436691,KW-WEA 4,Wind,Karstädt,Karstädt,9/21/2023,Hochspannung,6.2,0.3,16293.599999999999,3374,,1376.5333049163978
SEE968289811635,KW-WEA 5,Wind,Karstädt,Karstädt,9/28/2023,Hochspannung,6.2,0.3,16293.599999999999,2772,UW Semlin,1359.416718696129
SEE955092579463,KW-WEA 6,Wind,Karstädt,Karstädt,9/20/2023,Hochspannung,6.2,0.3,16293.599999999999,3374,,1574.7807101811718
SEE955929407877,KW-WEA 7,Wind,Karstädt,Karstädt,9/20/2023,Hochspannung,6.2,0.3,16293.599999999999,3374,,2132.1351642571303
SEE903361850379,WEA Trebitz 05,Wind,Lieberose,Lieberose,12/7/2023,Hochspannung,6.8,0.3,17870.399999999998,1965,,1335.716897925824
SEE932152780915,E41860010000000000602125819400010,Wind,Treuenbrietzen,Treuenbrietzen,12/28/2001,Hochspannung,2.0,0.3,5256.0,1969,Eckmannsdorf,1881.2562301014377
SEE916001040337,E41860010000000000602125819400013,Wind,Treuenbrietzen,Treuenbrietzen,12/29/2001,Hochspannung,2.0,0.3,5256.0,1969,Eckmannsdorf,1770.2123423194157
SEE928656710602,WEA S01 - NX90775,Wind,Plattenburg,Plattenburg,12/2/2022,Hochspannung,5.7,0.3,14979.599999999999,3438,,4019.343070955676
SEE966839387814,WEA S02 - NX90776,Wind,Plattenburg,Plattenburg,12/2/2022,Hochspannung,4.5,0.3,11826.0,3438,,3972.889012874611
SEE976806732042,WEA N03 - NX90778,Wind,Plattenburg,Plattenburg,12/19/2022,Hochspannung,4.5,0.3,11826.0,3438,,1370.059875985505
SEE934316398301,WEA N02 - NX90777,Wind,Plattenburg,Plattenburg,12/9/2022,Hochspannung,4.5,0.3,11826.0,3438,,1665.337630002038
SEE911935365242,Groß Warnow II FL 550,Wind,Karstädt,Karstädt,12/27/2007,Hochspannung,1.5,0.3,3942.0,2238,,1760.0137855868124
SEE968216517531,DE41.003 Solarpark Metzdorf I,Solare Strahlungsenergie,Bliesdorf,Bliesdorf,5/2/2017,Hochspannung,1.95975,0.12,2060.0892,2493,Gottesgabe Wriezen,540.1241708118134
SEE990666740801,C-1,Wind,Stahnsdorf,Stahnsdorf,10/9/2023,Hochspannung,5.7,0.3,14979.599999999999,1275,,911.7064675825076
SEE914585579786,C-2,Wind,Stahnsdorf,Stahnsdorf,10/9/2023,Hochspannung,5.7,0.3,14979.599999999999,2769,Wind-UW Sputendorf,858.302196187374
SEE964124329945,C-3,Wind,Stahnsdorf,Stahnsdorf,10/9/2023,Hochspannung,5.7,0.3,14979.599999999999,2769,Wind-UW Sputendorf,421.92579762150393
SEE948311676050,VE-05-22962,Wind,Friedland,Friedland,12/29/2005,Hochspannung,2.0,0.3,5256.0,1965,,4963.836418771524
SEE934568447154,VE-02-20114,Wind,Lieberose,Lieberose,12/22/2004,Hochspannung,2.0,0.3,5256.0,2370,,3032.707225841212
SEE973156197545,PVA Sergen West I,Solare Strahlungsenergie,Neuhausen/Spree,Neuhausen,1/25/2022,Hochspannung,12.9,0.12,13560.48,3162,,1280.792208488091
SEE906949095025,WEA 3 / 55219174,Wind,Perleberg,Perleberg,7/29/2023,Hochspannung,5.5,0.3,14454.0,3356,,394.94085675007335
SEE985472295737,SEE911563425585 E41081010000000000000000000175808 DW2,Solare Strahlungsenergie,Jänschwalde,Drewitz,6/3/2014,Hochspannung,0.036292000000000005,0.12,38.1501504,237,,1465.3565800872914
SEE911164473756,SEE911563425585 E41081010000000000000000000175808 DW2,Solare Strahlungsenergie,Jänschwalde,Drewitz,7/18/2014,Hochspannung,0.054438,0.12,57.2252256,237,,1465.3565800872914
SEE906119880451,SEE911563425585 E41081010000000000000000000175808 DW2,Solare Strahlungsenergie,Jänschwalde,Drewitz,11/1/2014,Hochspannung,0.045161,0.12,47.4732432,237,,1465.3565800872914
SEE914381580993,KU III 750,Solare Strahlungsenergie,Bliesdorf,Bliesdorf,10/29/2021,Hochspannung,0.54,0.12,567.648,3424,,514.8401977995353
SEE968661747842,Prötzel II WEA 1,Wind,Prötzel,Prötzel,3/4/2024,Hochspannung,4.2,0.3,11037.6,2520,Umspannwerk Ihlow,8033.2724022117345
SEE991456740414,NX-92405 (WEA S-01),Wind,Beiersdorf-Freudenberg,Beiersdorf-Freudenberg,1/13/2024,Hochspannung,5.7,0.3,14979.599999999999,2123,,4420.27081791943
SEE959647487722,WEA 01,Wind,Briesen (Mark),Briesen,12/18/2023,Hochspannung,6.0,0.3,15768.0,1794,Pillgram,2602.6863561402774
SEE993966486356,NX-92406 (WEA S-02),Wind,Beiersdorf-Freudenberg,Beiersdorf-Freudenberg,12/22/2023,Hochspannung,5.7,0.3,14979.599999999999,2123,,4258.27787045071
SEE974830537510,NX-92418 (WEA M-01),Wind,Beiersdorf-Freudenberg,Beiersdorf-Freudenberg,12/13/2023,Hochspannung,5.7,0.3,14979.599999999999,2123,,6370.7278568046695
SEE961661554649,Prötzel II WEA 2,Wind,Prötzel,Prötzel,2/27/2024,Hochspannung,4.2,0.3,11037.6,2520,Umspannwerk Ihlow,7749.040721636751
SEE936607311570,Prötzel II WEA 3,Wind,Prötzel,Prötzel,3/4/2024,Hochspannung,4.2,0.3,11037.6,2520,Umspannwerk Ihlow,7608.253928187131
SEE917406971257,Prötzel II WEA 4,Wind,Prötzel,Prötzel,3/6/2024,Hochspannung,4.2,0.3,11037.6,2520,Umspannwerk Ihlow,7826.002579278859
SEE913956915437,Prötzel II WEA 5,Wind,Prötzel,Prötzel,2/15/2024,Hochspannung,4.2,0.3,11037.6,2520,Umspannwerk Ihlow,7482.989859895235
SEE992389499271,Prötzel II WEA 6,Wind,Prötzel,Prötzel,2/14/2024,Hochspannung,4.2,0.3,11037.6,2520,Umspannwerk Ihlow,7589.951035566173
SEE932712411679,Prötzel II WEA 7,Wind,Prötzel,Prötzel,2/20/2024,Hochspannung,4.2,0.3,11037.6,2520,Umspannwerk Ihlow,8169.853428957829
SEE911738344963,Prötzel II WEA 9,Wind,Prötzel,Prötzel,2/26/2024,Hochspannung,4.2,0.3,11037.6,2520,Umspannwerk Ihlow,6719.137778706861
SEE951264542617,Solarpark Groß Behnitz Nord II,Solare Strahlungsenergie,Nauen,Nauen,12/20/2021,Hochspannung,20.64,0.12,21696.768,1567,Neukammer,5376.653104949686
SEE994794858957,WEA MBF 09,Wind,Marienfließ,Marienfließ,10/29/2025,Hochspannung,6.8,0.3,17870.399999999998,1290,,5929.3749123793195
SEE957330379545,NX 91875-01,Wind,Wusterhausen/Dosse,Kantow,11/8/2024,Hochspannung,4.5,0.3,11826.0,1817,Kantow,699.0909521563025
SEE956148223682,NX 91874-02,Wind,Wusterhausen/Dosse,Kantow,11/8/2024,Hochspannung,4.5,0.3,11826.0,1817,Kantow,694.1948814255236
SEE955127445862,NX 91873-03,Wind,Wusterhausen/Dosse,Kantow,10/30/2024,Hochspannung,4.5,0.3,11826.0,1817,Kantow,443.6880630960302
SEE928423309398,NX 91869-04,Wind,Wusterhausen/Dosse,Kantow,10/28/2024,Hochspannung,4.5,0.3,11826.0,1816,Kantow Nord,166.54861451951064
SEE906253242511,NX 91871-05,Wind,Wusterhausen/Dosse,Kantow,11/8/2024,Hochspannung,4.5,0.3,11826.0,1816,Kantow Nord,838.9402434139628
SEE930061793002,NX 91872-06,Wind,Wusterhausen/Dosse,Kantow,10/29/2024,Hochspannung,4.5,0.3,11826.0,1816,Kantow Nord,1096.0463520687213
SEE976191498332,NX 91870-08,Wind,Wusterhausen/Dosse,Kantow,10/29/2024,Hochspannung,4.5,0.3,11826.0,1816,Kantow Nord,599.7527226274447
SEE973568580416,K2 Koppelsee 2,Wind,Uckerfelde,Uckerfelde,3/27/2025,Höchstspannung,4.26,0.3,11195.279999999999,3033,,2256.466100986568
SEE986306016832,K7 Koppelsee 7,Wind,Uckerfelde,Uckerfelde,3/20/2025,Höchstspannung,4.26,0.3,11195.279999999999,292,,2123.1306607470465
SEE989774997498,K8 Koppelsee 8,Wind,Uckerfelde,Uckerfelde,3/27/2025,Höchstspannung,4.26,0.3,11195.279999999999,292,,2325.4697784211376
SEE938118027582,K9 Koppelsee 9,Wind,Uckerfelde,Uckerfelde,3/6/2025,Höchstspannung,4.26,0.3,11195.279999999999,1389,Umspannwerk Bertikow,2413.642746780429
SEE985472101557,F7 Flaggenpfuhl 7,Wind,Uckerland,Uckerland,9/30/2023,Hochspannung,6.0,0.3,15768.0,1111,Bandelow Dorf I,1443.2127643767221
SEE984910989481,B4 Bollenberg 4,Wind,Uckerfelde,Uckerfelde,3/27/2025,Höchstspannung,4.26,0.3,11195.279999999999,3033,,2272.6564058532344
SEE987826139810,K5 Koppelsee 5,Wind,Uckerfelde,Uckerfelde,3/6/2025,Höchstspannung,4.26,0.3,11195.279999999999,292,,2548.3590929686297
SEE903137703311,WEA Illmersdorf 18,Wind,Dahme/Mark,Ihlow,10/5/2023,Hochspannung,5.7,0.3,14979.599999999999,3440,,4341.55449704266
SEE918950729219,Kunersdorf III Ausschreibung,Solare Strahlungsenergie,Bliesdorf,Bliesdorf,2/4/2022,Hochspannung,0.96,0.12,1009.152,3424,,637.7446715134465
SEE956621592441,Klettwitz Nord 1. BA,Solare Strahlungsenergie,Schipkau,Klettwitz,3/10/2022,Hochspannung,44.4,0.12,46673.28,3466,,1081.980400740102
SEE986923611090,WM Dolgelin I,Wind,Lindendorf,Lindendorf,12/18/2023,Hochspannung,4.2,0.3,11037.6,1586,Seelow,5213.517748566882
SEE944474234885,WM Dolgelin II,Wind,Lindendorf,Lindendorf,12/15/2023,Hochspannung,4.2,0.3,11037.6,1586,Seelow,4766.710773824602
SEE900697338335,WM Dolgelin III,Wind,Lindendorf,Lindendorf,12/19/2023,Hochspannung,4.2,0.3,11037.6,1586,Seelow,4718.284129156269
SEE966422358573,WM Dolgelin IV,Wind,Lindendorf,Lindendorf,12/13/2023,Hochspannung,4.2,0.3,11037.6,1586,Seelow,4605.1384225990005
SEE935628649518,WM Dolgelin V,Wind,Lindendorf,Lindendorf,12/19/2023,Hochspannung,4.2,0.3,11037.6,1586,Seelow,4356.886857352759
SEE928051690783,WM Dolgelin VI,Wind,Lindendorf,Lindendorf,12/19/2023,Hochspannung,4.2,0.3,11037.6,1586,Seelow,4577.90244980325
SEE976180920660,Klettwitz Nord 2. BA,Solare Strahlungsenergie,Schipkau,Schipkau,3/31/2022,Hochspannung,20.5988,0.12,21653.45856,3466,,1385.551640305281
SEE980265120050,Windfeld Pinnow Frauenhagen WEA 1,Wind,Angermünde,Angermünde,9/30/2023,Hochspannung,6.0,0.3,15768.0,1469,Mürow Oberdorf,3636.1392866183824
SEE984241633688,Windfeld Pinnow Frauenhagen WEA 2,Wind,Angermünde,Angermünde,9/30/2023,Hochspannung,6.0,0.3,15768.0,1469,Mürow Oberdorf,3393.9406624009484
SEE922527273746,GE-552343881,Wind,Lindendorf,Lindendorf,2/21/2025,Hochspannung,5.5,0.3,14454.0,1586,Seelow,4511.735016666744
SEE986629998211,PVA Schwarzheide,Solare Strahlungsenergie,Schwarzheide,Schwarzheide,8/23/2022,Hochspannung,22.0,0.12,23126.399999999998,252,,997.6349638632194
SEE957187949120,Klettwitz Süd Teil 1,Solare Strahlungsenergie,Schipkau,Klettwitz,6/29/2022,Hochspannung,42.365,0.12,44534.088,1633,Umspannwerk Kostebrau,2677.0616582374714
SEE924588607126,BAN WB-07,Wind,Uckerland,Uckerland,1/31/2024,Hochspannung,5.6,0.3,14716.8,1111,Bandelow Dorf I,1806.8948692239921
SEE931246658406,WEA 1 / 552205659,Wind,Karstädt,Karstädt,4/10/2024,Hochspannung,5.5,0.3,14454.0,3364,,349.5651790335247
SEE903910102119,Carzig - Enercon E160 EP5 E3,Wind,Fichtenhöhe,Fichtenhöhe,9/5/2025,Hochspannung,5.56,0.3,14611.679999999998,2829,,5546.4316534236905
SEE912471763448,S04,Wind,Gumtow,Gumtow,6/12/2025,Hochspannung,4.8,0.3,12614.4,2145,,2296.3760175966618
SEE993952710137,WEA 1 WP Ostprignitz,Wind,Wittstock/Dosse,Wittstock,11/14/2024,Hochspannung,5.7,0.3,14979.599999999999,2847,Trafostation Papenburg Raststätte,3272.9352296239317
SEE903059089456,WEA 2 WP Ostprignitz,Wind,Wittstock/Dosse,Wittstock,11/13/2024,Hochspannung,5.7,0.3,14979.599999999999,2847,Trafostation Papenburg Raststätte,3614.3539268324016
SEE917126564562,WEA 3 WP Ostprignitz,Wind,Wittstock/Dosse,Wittstock,11/18/2024,Hochspannung,5.7,0.3,14979.599999999999,2913,,3246.1238908487985
SEE977519060347,WEA 4 WP Ostprignitz,Wind,Wittstock/Dosse,Wittstock,11/28/2024,Hochspannung,5.7,0.3,14979.599999999999,2913,,2876.6986471814525
SEE914324368718,WEA 5 WP Ostprignitz,Wind,Wittstock/Dosse,Wittstock,11/26/2024,Hochspannung,5.7,0.3,14979.599999999999,2913,,2482.42027248167
SEE917571621025,WEA 6 WP Ostprignitz,Wind,Wittstock/Dosse,Wittstock,11/26/2024,Hochspannung,5.7,0.3,14979.599999999999,2913,,2088.592802644815
SEE955008029518,WEA 7 WP Ostprignitz,Wind,Wittstock/Dosse,Wittstock,11/26/2024,Hochspannung,5.7,0.3,14979.599999999999,2913,,1692.5790876526999
SEE923481615986,WEA 8 WP Ostprignitz,Wind,Wittstock/Dosse,Wittstock,11/28/2024,Hochspannung,5.7,0.3,14979.599999999999,2913,,1260.1237954922444
SEE913183830916,WEA 9 WP Ostprignitz,Wind,Wittstock/Dosse,Wittstock,11/26/2024,Hochspannung,4.8,0.3,12614.4,2913,,1041.503331083049
SEE943611407243,Windpark Bahren West WEA01,Wind,Neiße-Malxetal,Neiße-Malxetal,2/24/2025,Hochspannung,5.6,0.3,14716.8,1521,Döbern,8493.264123259542
SEE999916059649,Windpark Bahren West WEA02,Wind,Neiße-Malxetal,Neiße-Malxetal,2/10/2025,Hochspannung,5.6,0.3,14716.8,1521,Döbern,8955.62719177605
SEE916138087939,Windpark Bahren West WEA04,Wind,Neiße-Malxetal,Neiße-Malxetal,2/20/2025,Hochspannung,5.6,0.3,14716.8,1521,Döbern,8592.155085588101
SEE995515917564,Windpark Bahren West WEA06,Wind,Neiße-Malxetal,Neiße-Malxetal,2/27/2025,Hochspannung,5.6,0.3,14716.8,1521,Döbern,9080.68815921056
SEE924308554792,Windpark Bahren West WEA08,Wind,Neiße-Malxetal,Neiße-Malxetal,2/26/2025,Hochspannung,5.6,0.3,14716.8,3219,,8768.225162174072
SEE956572352002,Windpark Bahren West WEA10,Wind,Neiße-Malxetal,Neiße-Malxetal,2/28/2025,Hochspannung,5.6,0.3,14716.8,3219,,8793.026454076033
SEE903431900751,Windpark Bahren West WEA14,Wind,Neiße-Malxetal,Neiße-Malxetal,1/28/2025,Hochspannung,5.6,0.3,14716.8,3219,,8399.327340245803
SEE954884772495,Windpark Bahren West WEA18,Wind,Neiße-Malxetal,Neiße-Malxetal,2/4/2025,Hochspannung,5.6,0.3,14716.8,3219,,7920.276894782404
SEE915127847974,WEA 12,Wind,Potsdam,Schwielowsee,11/8/2024,Hochspannung,6.0,0.3,15768.0,2572,,1933.0548438245582
SEE958182957509,WEA 17,Wind,Potsdam,Schwielowsee,11/29/2024,Hochspannung,6.0,0.3,15768.0,2572,,2588.6703847919716
SEE963483766477,Windpark Bahren West WEA12,Wind,Neiße-Malxetal,Neiße-Malxetal,2/4/2025,Hochspannung,5.6,0.3,14716.8,3219,,8387.628148976244
SEE913533906018,552343751 / Schrepkow Repowering II,Wind,Gumtow,Gumtow,6/28/2024,Hochspannung,5.5,0.3,14454.0,2075,Schrepkow Nord,1946.9145211513808
SEE971575116291,CEE PVF Karstädt 2 EEG,Solare Strahlungsenergie,Karstädt,Karstädt,11/30/2022,"Hochspannung, Niederspannung (= Hausanschluss/Haushaltsstrom)",3.8,0.12,3994.56,2237,,2001.0180359215117
SEE932034266780,CEE PVF Karstädt 2 PPA,Solare Strahlungsenergie,Karstädt,Karstädt,7/20/2023,"Hochspannung, Niederspannung (= Hausanschluss/Haushaltsstrom)",10.8,0.12,11352.96,2237,,2001.0180359215117
SEE935396003604,Klettwitz Süd Teil 2,Solare Strahlungsenergie,Schipkau,Klettwitz,9/13/2022,Hochspannung,27.195,0.12,28587.384000000002,2377,Umspannwerk Klettwitz,2643.003500393517
SEE903852718201,KS1 Kreuz Uckermark S1_1. BA,Solare Strahlungsenergie,Prenzlau,Prenzlau,3/27/2023,Höchstspannung,7.8,0.12,8199.36,292,,1122.4098297510934
SEE924659697445,KS2 Kreuz Uckermark Solar 2,Solare Strahlungsenergie,Uckerfelde,Uckerfelde,5/2/2023,Höchstspannung,7.6,0.12,7989.12,292,,1122.4098297510934
SEE959497107221,WEA 01,Wind,Schönwald,Schönwald,4/16/2025,Hochspannung,6.0,0.3,15768.0,1927,,324.98222557033444
SEE905703179865,PVA Kemmen,Solare Strahlungsenergie,Calau,Calau,10/26/2022,Hochspannung,30.53,0.12,32093.136,3507,,944.8031114568399
SEE944279659715,WP Krummensee IV WEA 1381164,Wind,Werneuchen,Werneuchen,4/17/2025,Hochspannung,4.2,0.3,11037.6,1869,Seefeld,2794.8971454308557
SEE997194319011,PVA Sergen West II (J03),Solare Strahlungsenergie,Cottbus,Neuhausen,2/16/2023,Hochspannung,14.405,0.12,15142.535999999998,3162,,1032.004866484435
SEE914817500045,WP Frauenhagen FRHrep2,Wind,Angermünde,Angermünde,10/24/2024,Hochspannung,5.7,0.3,14979.599999999999,2347,Kerkow,683.5883619595182
SEE914984514463,WP Frauenhagen FRHrep3,Wind,Angermünde,Angermünde,10/24/2024,Hochspannung,5.7,0.3,14979.599999999999,2347,Kerkow,919.1357140596424
SEE916307762209,WP Frauenhagen FRHrep4,Wind,Angermünde,Angermünde,10/10/2024,Hochspannung,5.7,0.3,14979.599999999999,2347,Kerkow,940.173325000967
SEE907673303103,WP Frauenhagen FRHrep1,Wind,Angermünde,Angermünde,12/5/2024,Hochspannung,5.7,0.3,14979.599999999999,1469,Mürow Oberdorf,2672.841105949873
SEE901831062550,WEA Friedersdorf 01,Wind,Vierlinden,Vierlinden,9/18/2024,Hochspannung,6.8,0.3,17870.399999999998,1586,Seelow,4309.178203070151
SEE988598250321,WEA 1 Stegemannshof,Wind,Schenkenberg,Schenkenberg,2/5/2025,Hochspannung,6.0,0.3,15768.0,2846,Baumgarten Süd,2554.916469220802
SEE990717059135,WEA Baumgarten,Wind,Schenkenberg,Schenkenberg,1/16/2025,Hochspannung,6.0,0.3,15768.0,3077,Baumgarten West,2590.8504058181793
SEE913935609845,PVA Sergen West II (J04),Solare Strahlungsenergie,Neuhausen/Spree,Neuhausen,2/16/2023,Hochspannung,15.05,0.12,15820.56,3162,,1032.004866484435
SEE996415574024,Döllen I - Block B - Trafo 102 - Station 1.4/1.5,Solare Strahlungsenergie,Gumtow,Gumtow,3/1/2023,Hochspannung,13.76,0.12,14464.511999999999,1802,Vehlin,4709.95870306204
SEE946406053328,Döllen I - Block B - Trafo 102 - Station 1.3,Solare Strahlungsenergie,Gumtow,Gumtow,3/2/2023,Hochspannung,6.4,0.12,6727.679999999999,1802,Vehlin,4723.31209703405
SEE951637341441,Döllen I - Block B - Trafo 102 - Station 1.2,Solare Strahlungsenergie,Gumtow,Gumtow,3/3/2023,Hochspannung,6.45,0.12,6780.24,1802,Vehlin,4848.221195164516
SEE959292284240,Döllen I - Block B - Trafo 102 - Station 2.4,Solare Strahlungsenergie,Gumtow,Gumtow,3/10/2023,Hochspannung,6.88,0.12,7232.255999999999,1802,Vehlin,4811.52391368035
SEE990989396792,Döllen I - Block B - Trafo 102 - Station 2.2/2.3/2.5,Solare Strahlungsenergie,Gumtow,Gumtow,3/13/2023,Hochspannung,20.21,0.12,21244.752,1802,Vehlin,4822.1426313150105
SEE949686006589,Döllen II - Block A - Trafo 101 - Station 3.3,Solare Strahlungsenergie,Gumtow,Gumtow,3/2/2023,Hochspannung,6.88,0.12,7232.255999999999,1802,Vehlin,4842.229113949501
SEE998662435264,Döllen II - Block A - Trafo 101 - Station 3.1/3.2,Solare Strahlungsenergie,Gumtow,Gumtow,3/9/2023,Hochspannung,13.33,0.12,14012.496,1802,Vehlin,4861.018428185896
SEE909106101423,Döllen II - Block A - Trafo 101 - Station 3.4/4.2/4.3/4.4,Solare Strahlungsenergie,Gumtow,Gumtow,3/22/2023,Hochspannung,27.52,0.12,28929.023999999998,1802,Vehlin,4862.318623978108
SEE934707762919,WEA Augustenhof,Wind,Schwedt/Oder,Schwedt,2/20/2025,Hochspannung,5.7,0.3,14979.599999999999,1469,Mürow Oberdorf,5373.363114824344
SEE977099238273,GE-552343878,Wind,Vierlinden,Vierlinden,2/5/2025,Hochspannung,5.5,0.3,14454.0,1586,Seelow,2818.3623901990754
SEE929610441358,GE-552343879,Wind,Vierlinden,Vierlinden,2/4/2025,Hochspannung,5.5,0.3,14454.0,1586,Seelow,3103.101396933164
SEE942068726709,GE-552343880,Wind,Vierlinden,Vierlinden,2/4/2025,Hochspannung,5.5,0.3,14454.0,1586,Seelow,3293.0421245516604
SEE949246913494,Döllen I - Block B - Trafo 102 - Station 1.1,Solare Strahlungsenergie,Gumtow,Gumtow,4/11/2023,Hochspannung,6.0,0.12,6307.2,1802,Vehlin,4709.95870306204
SEE982295030620,Döllen I - Block B - Trafo 102 - Station 2.1,Solare Strahlungsenergie,Gumtow,Gumtow,3/30/2023,Hochspannung,6.665,0.12,7006.248,1802,Vehlin,4828.102215714293
SEE991266145676,Döllen II - Block A - Trafo 101 - Station 4.1,Solare Strahlungsenergie,Gumtow,Gumtow,3/30/2023,Hochspannung,6.45,0.12,6780.24,1802,Vehlin,4818.606468342591
SEE993850703019,Döllen II - Block A - Trafo 101 - Station 4.5,Solare Strahlungsenergie,Gumtow,Gumtow,4/14/2023,Hochspannung,6.665,0.12,7006.248,1802,Vehlin,4813.3876823107
SEE976513796214,Dolgelin,Solare Strahlungsenergie,Lindendorf,Lindendorf,11/29/2025,Hochspannung,10.105,0.12,10622.376,2829,,4239.875990856232
SEE949293188241,Döllen II - Block A - Trafo 101 - Station 3.5,Solare Strahlungsenergie,Gumtow,Gumtow,5/10/2023,Hochspannung,6.665,0.12,7006.248,1802,Vehlin,4831.754631636214
SEE987833345068,PV Park Boitzenburger Land 1,Solare Strahlungsenergie,Boitzenburger Land,Boitzenburger Land,7/19/2023,Hochspannung,53.08277,0.12,55800.60782399999,3276,Wichmannsdorf Ost,552.1839035555557
SEE965927762755,PV Park Boitzenburger Land 2,Solare Strahlungsenergie,Boitzenburger Land,Boitzenburger Land,7/7/2023,Hochspannung,53.08277,0.12,55800.60782399999,3276,Wichmannsdorf Ost,552.1839035555557
SEE977566772651,PV Park Boitzenburger Land 3,Solare Strahlungsenergie,Boitzenburger Land,Boitzenburger Land,6/27/2023,Hochspannung,53.08277,0.12,55800.60782399999,3276,Wichmannsdorf Ost,552.1839035555557
SEE991175861711,PV1,Solare Strahlungsenergie,Grünheide (Mark),Grünheide,4/6/2023,Hochspannung,0.88,0.12,925.056,2953,,282.914263385767
SEE968014764496,WEA 1 Windpark Mühlberg,Wind,Baruth/Mark,Baruth,7/10/2025,Hochspannung,5.7,0.3,14979.599999999999,2037,,1740.776373626123
SEE978534086749,WEA 2 Windpark Mühlberg,Wind,Baruth/Mark,Baruth,7/10/2025,Hochspannung,5.7,0.3,14979.599999999999,2037,,1803.0136413239372
SEE906876082624,WEA 3 Windpark Mühlberg,Wind,Baruth/Mark,Baruth,7/17/2025,Hochspannung,5.7,0.3,14979.599999999999,2037,,1193.3478691784642
SEE972771039292,WEA 4 Windpark Mühlberg,Wind,Baruth/Mark,Baruth,7/22/2025,Hochspannung,5.7,0.3,14979.599999999999,2037,,1405.9100643640647
SEE917334521074,WEA 5 Windpark Mühlberg,Wind,Baruth/Mark,Baruth,7/17/2025,Hochspannung,5.7,0.3,14979.599999999999,2037,,848.7645415741067
SEE914532690120,WEA 6 Windpark Mühlberg,Wind,Baruth/Mark,Baruth,7/22/2025,Hochspannung,5.7,0.3,14979.599999999999,3444,,695.0666674092332
SEE915073432224,WEA 7 Windpark Mühlberg,Wind,Baruth/Mark,Baruth,7/23/2025,Hochspannung,5.7,0.3,14979.599999999999,3444,,2295.0093201244317
SEE975739381334,Solarpark-Klosterdorf_I,Solare Strahlungsenergie,Oberbarnim,Oberbarnim,8/3/2023,Hochspannung,25.8,0.12,27120.96,3014,Klosterdorf,608.5018783231138
SEE919143314571,Solarpark-Klosterdorf_II,Solare Strahlungsenergie,Oberbarnim,Oberbarnim,8/4/2023,Hochspannung,24.0,0.12,25228.8,3014,Klosterdorf,805.3777706579638
SEE978892474912,WEA 01,Wind,Teltow,Teltow,11/8/2024,Hochspannung,6.0,0.3,15768.0,1275,,1171.773284472103
SEE993824997154,WEA 01 - V251602,Wind,Meyenburg,Meyenburg,8/28/2025,Hochspannung,6.2,0.3,16293.599999999999,2350,Falkenhagen Nord,10101.327655759662
SEE913053013579,WEA 02 - V251603,Wind,Meyenburg,Meyenburg,8/29/2025,Hochspannung,6.2,0.3,16293.599999999999,2350,Falkenhagen Nord,9913.371471411781
SEE933151140618,WEA 03 - V251604,Wind,Meyenburg,Meyenburg,8/28/2025,Hochspannung,6.2,0.3,16293.599999999999,2350,Falkenhagen Nord,9451.21260289488
