plant_id,plant_name,technology,plant_municipality,plant_ort,commissioning_date,grid_connection_level,capacity_mw,capacity_factor,energy_mwh_annual,substation_id,substation_name,distance_m
SEE965823610501,WEA 1 / 804484,Wind,Karstädt,Karstädt,6/29/2007,Hochspannung,2.0,0.3,5256.0,2236,,1187.9560788209844
SEE925385893828,WEA 2 / 80483,Wind,Karstädt,Karstädt,6/30/2007,Hochspannung,2.0,0.3,5256.0,2236,,1347.4615692208188
SEE951702087748,WEA 3 / 80485,Wind,Karstädt,Karstädt,7/11/2007,Hochspannung,2.0,0.3,5256.0,2236,,1188.7219321691725
SEE933914222971,WEA 4 / 80487,Wind,Karstädt,Karstädt,7/20/2007,Hochspannung,2.0,0.3,5256.0,2236,,1127.5029811521288
SEE944277450321,WEA 5 / 80488,Wind,Karstädt,Karstädt,7/27/2007,Hochspannung,2.0,0.3,5256.0,2236,,1186.5223966437104
SEE953386477303,WEA 6 / 80491,Wind,Karstädt,Karstädt,8/8/2007,Hochspannung,2.0,0.3,5256.0,2236,,1194.1988401881613
SEE953145453944,WEA 7 / 80490,Wind,Karstädt,Karstädt,8/3/2007,Hochspannung,2.0,0.3,5256.0,2236,,1290.122647416187
SEE964303964110,WEA 8 / 80489,Wind,Karstädt,Karstädt,7/27/2007,Hochspannung,2.0,0.3,5256.0,2236,,1529.1246286595242
SEE946910696936,WEA 9 / 80482,Wind,Karstädt,Karstädt,6/26/2007,Hochspannung,2.0,0.3,5256.0,2236,,1322.2296934362046
SEE958653570817,WEA 10 / 80486,Wind,Karstädt,Karstädt,7/14/2007,Hochspannung,2.0,0.3,5256.0,2236,,1040.5989026228858
SEE937040116135,WEA 11 / 90595,Wind,Karstädt,Karstädt,5/29/2009,Hochspannung,2.0,0.3,5256.0,2236,,1054.0476518104072
SEE964463748278,WEA 12 / 90596,Wind,Karstädt,Karstädt,6/4/2009,Hochspannung,2.0,0.3,5256.0,2236,,1085.801820598668
SEE924653279654,WEA F1 / 1250208,Wind,Nordwestuckermark,Nordwestuckermark,6/26/2020,Hochspannung,4.0,0.3,10512.0,286,,1181.3517840491622
SEE989630178689,WEA F2 / 1250209,Wind,Nordwestuckermark,Nordwestuckermark,9/18/2020,Hochspannung,4.0,0.3,10512.0,286,,966.4709049755961
SEE966853695704,WEA F4 / 1250211,Wind,Nordwestuckermark,Nordwestuckermark,9/22/2020,Hochspannung,4.0,0.3,10512.0,286,,1035.3873657455397
SEE968371543925,WEA B1 / 1250212,Wind,Nordwestuckermark,Nordwestuckermark,11/12/2020,Hochspannung,4.0,0.3,10512.0,286,,1183.5304597370293
SEE948668592485,WEA 1 / 82744,Wind,Perleberg,Perleberg,1/19/2009,Hochspannung,2.0,0.3,5256.0,2513,,2317.3065295423403
SEE948009496373,WEA 2 / 82745,Wind,Perleberg,Perleberg,1/15/2009,Hochspannung,2.0,0.3,5256.0,2513,,1708.3041624907382
SEE931093940419,WEA 3 / 82746,Wind,Perleberg,Perleberg,1/5/2009,Hochspannung,2.0,0.3,5256.0,2513,,1288.2022924305463
SEE933936907955,WEA 4 / 82747,Wind,Perleberg,Perleberg,2/5/2009,Hochspannung,2.0,0.3,5256.0,2513,,1951.0990735518842
SEE922750721953,WEA 5 / 82748,Wind,Perleberg,Perleberg,2/18/2009,Hochspannung,2.0,0.3,5256.0,2513,,1374.7669634435492
SEE931679838666,WEA 6 / 82749,Wind,Perleberg,Perleberg,1/9/2009,Hochspannung,2.0,0.3,5256.0,2513,,945.9439686048614
SEE939429779290,WEA 7 / 82750,Wind,Perleberg,Perleberg,1/6/2009,Hochspannung,2.0,0.3,5256.0,2513,,1044.267109054712
SEE912701133959,WEA 10 / 82753,Wind,Perleberg,Perleberg,1/6/2009,Hochspannung,2.0,0.3,5256.0,2513,,1670.5737966149723
SEE946050395829,WEA 8 / 82751,Wind,Perleberg,Perleberg,1/16/2009,Hochspannung,2.0,0.3,5256.0,2513,,1956.2190325024214
SEE973798925568,WEA 9 / 82752,Wind,Perleberg,Perleberg,2/6/2009,Hochspannung,2.0,0.3,5256.0,2513,,2237.6737926168416
SEE998702685314,WEA 11 / 82754,Wind,Perleberg,Perleberg,1/6/2009,Hochspannung,2.0,0.3,5256.0,2513,,939.7153366994634
SEE952227982839,WEA 12 / 82755,Wind,Perleberg,Perleberg,1/5/2009,Hochspannung,2.0,0.3,5256.0,2513,,1309.3912660659164
SEE902433786592,MAL2,Wind,Mark Landin,Mark Landin,10/17/2022,Hochspannung,5.7,0.3,14979.599999999999,1469,Mürow Oberdorf,3763.7694718740618
SEE941263048050,MAL3,Wind,Mark Landin,Mark Landin,10/17/2022,Hochspannung,5.7,0.3,14979.599999999999,1469,Mürow Oberdorf,4172.7382089606745
SEE983465546941,MAL4,Wind,Schwedt/Oder,Schwedt,10/17/2022,Hochspannung,5.7,0.3,14979.599999999999,1469,Mürow Oberdorf,4726.9883179541
SEE957947352672,MAL5,Wind,Schwedt/Oder,Schwedt,10/20/2022,Hochspannung,5.7,0.3,14979.599999999999,1469,Mürow Oberdorf,4649.718880450373
SEE947852825774,MAL6,Wind,Schwedt/Oder,Schwedt,11/4/2022,Hochspannung,5.7,0.3,14979.599999999999,1469,Mürow Oberdorf,5123.017259939805
SEE962338962835,MAL7,Wind,Schwedt/Oder,Schwedt,10/18/2022,Hochspannung,5.7,0.3,14979.599999999999,1141,,5426.054370653441
SEE932726896226,1Z / 821221,Wind,Rehfelde,Rehfelde,4/2/2009,Hochspannung,2.0,0.3,5256.0,1705,,1271.4099909967192
SEE936924421716,200477,Wind,Bad Liebenwerda,Lausitz,3/26/2013,Hochspannung,2.0,0.3,5256.0,2448,,545.0481688976095
SEE913844054996,200478,Wind,Bad Liebenwerda,Lausitz,4/9/2013,Hochspannung,2.0,0.3,5256.0,2448,,511.8360178007616
SEE991121281334,200479,Wind,Bad Liebenwerda,Lausitz,4/15/2013,Hochspannung,2.0,0.3,5256.0,2448,,568.7962190484412
SEE929839776859,4Z / 821222,Wind,Rehfelde,Rehfelde,4/24/2009,Hochspannung,2.0,0.3,5256.0,1704,Zinndorf,1425.4636097576756
SEE929460157911,2Z / 821223,Wind,Rehfelde,Rehfelde,4/8/2009,Hochspannung,2.0,0.3,5256.0,1705,,1613.22605843582
SEE983649971460,W14 / 821224,Wind,Rehfelde,Rehfelde,5/6/2009,Hochspannung,2.0,0.3,5256.0,1703,Heidekrug,2662.688828192161
SEE931312946789,W13 / 821225,Wind,Rehfelde,Rehfelde,5/27/2009,Hochspannung,2.0,0.3,5256.0,1703,Heidekrug,2926.380431088506
SEE906911860965,W12 / 821226,Wind,Rehfelde,Rehfelde,4/27/2009,Hochspannung,2.0,0.3,5256.0,1703,Heidekrug,2919.425692500107
SEE945094916595,W10 / 821227,Wind,Rehfelde,Rehfelde,5/28/2009,Hochspannung,2.0,0.3,5256.0,860,,3206.4719898659214
SEE957552565368,W9 / 821228,Wind,Rehfelde,Rehfelde,4/29/2009,Hochspannung,2.0,0.3,5256.0,860,,3113.8309510050826
SEE964905351943,W7 / 821229,Wind,Rehfelde,Rehfelde,5/8/2009,Hochspannung,2.0,0.3,5256.0,860,,2709.523095094044
SEE957173593054,W8 / 821230,Wind,Rehfelde,Rehfelde,5/28/2009,Hochspannung,2.0,0.3,5256.0,860,,2744.9825756302407
SEE951404339541,W6 / 821231,Wind,Rehfelde,Rehfelde,6/5/2009,Hochspannung,2.0,0.3,5256.0,860,,2822.149146723772
SEE960503223002,W5 / 821232,Wind,Rehfelde,Rehfelde,6/4/2009,Hochspannung,2.0,0.3,5256.0,860,,2556.0081276576516
SEE948332997301,W4 / 821233,Wind,Rehfelde,Rehfelde,5/28/2009,Hochspannung,2.0,0.3,5256.0,860,,2358.865799965579
SEE902591587451,W2 / 82134,Wind,Rehfelde,Rehfelde,6/5/2009,Hochspannung,2.0,0.3,5256.0,860,,1921.2018434178892
SEE938469164523,W1 / 821235,Wind,Rehfelde,Rehfelde,6/11/2009,Hochspannung,2.0,0.3,5256.0,860,,1715.0707851210664
SEE921429392524,29760,Wind,Nauen,Nauen,12/12/2007,Hochspannung,2.0,0.3,5256.0,1402,Etzin,1958.8973057696385
SEE934863454369,29759,Wind,Nauen,Nauen,12/11/2007,Hochspannung,2.0,0.3,5256.0,1402,Etzin,2164.357586331561
SEE914965445540,KGE SN 205806,Wind,Schipkau,Klettwitz,3/17/2015,Hochspannung,3.3,0.3,8672.4,1633,Umspannwerk Kostebrau,2066.1608140010544
SEE931352771952,KGE SN 205807,Wind,Schipkau,Klettwitz,1/30/2015,Hochspannung,3.3,0.3,8672.4,2377,Umspannwerk Klettwitz,2669.6364521456317
SEE928031629161,WEA 1 - Barenthin - 70533-1B,Wind,Gumtow,Gumtow,2/28/2002,Hochspannung,1.8,0.3,4730.4,2812,,1154.5805327971962
SEE901641059580,WEA 2 - Barenthin - 70532-2B,Wind,Gumtow,Gumtow,3/13/2002,Hochspannung,1.8,0.3,4730.4,2812,,854.6470820388928
SEE952877600718,WEA 3 - Barenthin - 70531-3B,Wind,Gumtow,Gumtow,3/11/2002,Hochspannung,1.8,0.3,4730.4,2812,,546.5549606076086
SEE928832547244,WEA 4 - Barenthin - 70527-4B,Wind,Gumtow,Gumtow,12/22/2001,Hochspannung,1.8,0.3,4730.4,2812,,1225.1671294359153
SEE926074218861,WEA 5 - Barenthin - 70530-5B,Wind,Gumtow,Gumtow,12/22/2001,Hochspannung,1.8,0.3,4730.4,2812,,966.1279865736893
SEE919281460451,WEA 6 - Barenthin - 70529-6B,Wind,Gumtow,Gumtow,12/22/2001,Hochspannung,1.8,0.3,4730.4,2812,,856.2575379261971
SEE954167797481,WEA 7 - Barenthin - 70526-7B,Wind,Gumtow,Gumtow,1/8/2002,Hochspannung,1.8,0.3,4730.4,2812,,554.4765150718449
SEE962126654188,WEA 8 - Barenthin - 70528-8B,Wind,Gumtow,Gumtow,12/23/2001,Hochspannung,1.8,0.3,4730.4,2812,,1291.8729254475143
SEE976126386413,V80 - 2000 - Nr. 16299,Wind,Seelow,Seelow,11/13/2002,Hochspannung,2.0,0.3,5256.0,3282,UW Frieedersdorf,357.1523802877687
SEE994017365927,V80 - 2000 - Nr. 16301,Wind,Seelow,Seelow,11/14/2002,Hochspannung,2.0,0.3,5256.0,3492,,554.9497799621835
SEE910923969424,V80 - 2000 - Nr. 16302,Wind,Seelow,Seelow,11/18/2002,Hochspannung,2.0,0.3,5256.0,3492,,980.3151545805599
SEE958031499327,V80 - 2000 - Nr. 16303,Wind,Seelow,Seelow,11/21/2002,Hochspannung,2.0,0.3,5256.0,3282,UW Frieedersdorf,515.8694828049377
SEE976140071555,V80 - 2000 - Nr. 16306,Wind,Seelow,Seelow,11/19/2002,Hochspannung,2.0,0.3,5256.0,3492,,1500.6759549839048
SEE905853014351,V80 - 2000 - Nr. 13964,Wind,Wriezen,Wriezen,12/5/2001,Hochspannung,2.0,0.3,5256.0,1713,Wriezen Höhe,6222.8595725698815
SEE917238074898,V80 - 2000 - Nr. 13960,Wind,Wriezen,Wriezen,1/30/2002,Hochspannung,2.0,0.3,5256.0,1713,Wriezen Höhe,6060.470607024207
SEE967658363591,V80 - 2000 - Nr. 13961,Wind,Wriezen,Wriezen,2/5/2002,Hochspannung,2.0,0.3,5256.0,1713,Wriezen Höhe,6339.145750273291
SEE947474874761,V80 - 2000 - Nr. 13962,Wind,Wriezen,Wriezen,1/31/2002,Hochspannung,2.0,0.3,5256.0,1713,Wriezen Höhe,6598.024353314602
SEE912545674281,V80 - 2000 - Nr. 13963,Wind,Wriezen,Wriezen,1/17/2002,Hochspannung,2.0,0.3,5256.0,1713,Wriezen Höhe,6933.257075072839
SEE935024693559,WEA Carzig 01,Wind,Lindendorf,Lindendorf,6/15/2023,Hochspannung,6.0,0.3,15768.0,2829,,4870.040691679467
SEE972960611452,V80 - 2000 - Nr. 13965,Wind,Wriezen,Wriezen,1/31/2002,Hochspannung,2.0,0.3,5256.0,1713,Wriezen Höhe,6585.450454428882
SEE964714864887,V80 - 2000 - Nr. 13966,Wind,Wriezen,Wriezen,1/30/2002,Hochspannung,2.0,0.3,5256.0,3424,,5664.639969765897
SEE995253037654,V80 - 2000 - Nr. 13967,Wind,Wriezen,Wriezen,1/30/2002,Hochspannung,2.0,0.3,5256.0,3424,,5890.699764353082
SEE900304644262,V80 - 2000 - Nr. 13968,Wind,Wriezen,Wriezen,3/4/2002,Hochspannung,2.0,0.3,5256.0,3424,,6309.3439391781385
SEE951302839792,V80 - 2000 - Nr. 13969,Wind,Wriezen,Wriezen,1/30/2002,Hochspannung,2.0,0.3,5256.0,1713,Wriezen Höhe,6531.092897317636
SEE933806969199,Zabelsdorf 1,Wind,Zehdenick,Zehdenick,12/18/2003,Hochspannung,1.5,0.3,3942.0,2179,,1767.7150349085678
SEE919430742544,KGE SN 205808,Wind,Schipkau,Klettwitz,2/12/2015,Hochspannung,3.3,0.3,8672.4,2377,Umspannwerk Klettwitz,2442.2027819141817
SEE954392725945,KGE SN 205809,Wind,Schipkau,Klettwitz,1/16/2015,Hochspannung,3.3,0.3,8672.4,1633,Umspannwerk Kostebrau,1871.8261814777788
SEE963219890896,KGE SN 205810,Wind,Schipkau,Klettwitz,1/7/2015,Hochspannung,3.3,0.3,8672.4,1633,Umspannwerk Kostebrau,2413.6087611719213
SEE986897039296,KGE SN 205811,Wind,Schipkau,Klettwitz,2/26/2015,Hochspannung,3.3,0.3,8672.4,2377,Umspannwerk Klettwitz,2266.983532554195
SEE939178521553,KGE SN 205812,Wind,Schipkau,Klettwitz,1/8/2015,Hochspannung,3.3,0.3,8672.4,1633,Umspannwerk Kostebrau,2096.640411873697
SEE912759330881,WEA Feldheim IV 70953,Wind,Treuenbrietzen,Treuenbrietzen,12/6/2002,Hochspannung,1.8,0.3,4730.4,2158,Umspannwerk Feldheim,973.5232121150751
SEE940562338473,WEA Feldheim IV 70952,Wind,Treuenbrietzen,Treuenbrietzen,12/6/2002,Hochspannung,1.8,0.3,4730.4,2158,Umspannwerk Feldheim,1037.1182866393622
SEE933418275848,WEA Feldheim IV 70951,Wind,Treuenbrietzen,Treuenbrietzen,12/6/2002,Hochspannung,1.8,0.3,4730.4,2158,Umspannwerk Feldheim,1125.9425987558077
SEE933351841131,WEA Feldheim IV 70950,Wind,Treuenbrietzen,Treuenbrietzen,12/10/2002,Hochspannung,1.8,0.3,4730.4,2158,Umspannwerk Feldheim,1296.664372738291
SEE992480987752,WEA Feldheim IV 70949,Wind,Treuenbrietzen,Treuenbrietzen,12/6/2002,Hochspannung,1.8,0.3,4730.4,2158,Umspannwerk Feldheim,161.20473073384724
SEE982525980411,WEA Feldheim IV 70948,Wind,Treuenbrietzen,Treuenbrietzen,12/6/2002,Hochspannung,1.8,0.3,4730.4,2158,Umspannwerk Feldheim,332.6008789275031
SEE967350246604,WEA Feldheim IV 70947,Wind,Treuenbrietzen,Treuenbrietzen,12/11/2002,Hochspannung,1.8,0.3,4730.4,2158,Umspannwerk Feldheim,508.1106001666282
SEE922696727927,WEA Hellberge 701040,Wind,Heideblick,Heideblick,11/27/2003,Hochspannung,1.8,0.3,4730.4,3224,Hellberge,1946.5197322470335
SEE961005561456,WEA Hellberge 701042,Wind,Heideblick,Heideblick,12/1/2003,Hochspannung,1.8,0.3,4730.4,3224,Hellberge,1490.2840274613732
SEE973359925877,WEA Hellberge 701044,Wind,Heideblick,Heideblick,12/4/2003,Hochspannung,1.8,0.3,4730.4,3224,Hellberge,1707.1400581953246
SEE928969331181,WEA Hellberge 701036,Wind,Heideblick,Heideblick,12/4/2003,Hochspannung,1.8,0.3,4730.4,3224,Hellberge,1444.1089361707043
SEE928042597817,WEA Hellberge 701053,Wind,Heideblick,Heideblick,11/26/2003,Hochspannung,1.8,0.3,4730.4,3224,Hellberge,298.9846446586057
SEE942742289308,WEA Hellberge 701052,Wind,Heideblick,Heideblick,11/26/2003,Hochspannung,1.8,0.3,4730.4,3224,Hellberge,532.3400590443636
SEE936278949171,E7 Eickstedter Weg 7,Wind,Uckerfelde,Uckerfelde,9/7/2021,Höchstspannung,5.5,0.3,14454.0,2540,UW Randowhöhe,1028.923684265668
SEE957403479165,WEA Hellberge 701046,Wind,Heideblick,Heideblick,12/17/2003,Hochspannung,1.8,0.3,4730.4,1669,,1327.6368108611073
SEE993715947107,WEA Hellberge 701039,Wind,Heideblick,Heideblick,12/17/2003,Hochspannung,1.8,0.3,4730.4,3224,Hellberge,983.4802282522835
SEE925021086669,E8 Eickstedter Weg 8,Wind,Uckerfelde,Uckerfelde,9/17/2021,Höchstspannung,5.5,0.3,14454.0,2540,UW Randowhöhe,1381.677058216846
SEE920366142605,WEA Hellberge 701045,Wind,Heideblick,Heideblick,12/11/2003,Hochspannung,1.8,0.3,4730.4,1669,,1422.7650686125605
SEE926835278547,WEA Hellberge 701033,Wind,Heideblick,Heideblick,12/23/2003,Hochspannung,1.8,0.3,4730.4,3224,Hellberge,1015.4601423612296
SEE940439989753,WEA Hellberge 701047,Wind,Heideblick,Heideblick,11/26/2003,Hochspannung,1.8,0.3,4730.4,3224,Hellberge,1157.7182072122125
SEE903819297442,WEA Hellberge 701049,Wind,Heideblick,Heideblick,11/26/2003,Hochspannung,1.8,0.3,4730.4,3224,Hellberge,574.7233537107927
SEE972899379454,WEA Hellberge 701050,Wind,Heideblick,Heideblick,11/26/2003,Hochspannung,1.8,0.3,4730.4,3224,Hellberge,262.38105651719235
SEE915199685818,WEA Hellberge 701041,Wind,Heideblick,Heideblick,11/26/2003,Hochspannung,1.8,0.3,4730.4,3224,Hellberge,1708.8006508418046
SEE910418240182,WEA Hellberge 701051,Wind,Heideblick,Heideblick,11/26/2003,Hochspannung,1.8,0.3,4730.4,3224,Hellberge,436.1551330120151
SEE932196438582,WEA Hellberge 701035,Wind,Heideblick,Heideblick,12/31/2003,Hochspannung,1.8,0.3,4730.4,1669,,1115.3095598139214
SEE962618570743,WEA Hellberge 701034,Wind,Heideblick,Heideblick,12/29/2003,Hochspannung,1.8,0.3,4730.4,1669,,1117.6428181130614
SEE986409742157,Zabelsdorf 2,Wind,Zehdenick,Zehdenick,12/17/2003,Hochspannung,1.5,0.3,3942.0,2179,,1461.2565802828346
SEE938970901570,Zabelsdorf 3,Wind,Zehdenick,Zehdenick,12/15/2003,Hochspannung,1.5,0.3,3942.0,2179,,1154.6660684177803
SEE901525598679,Zabelsdorf 4,Wind,Zehdenick,Zehdenick,12/31/2003,Hochspannung,1.5,0.3,3942.0,2177,,1597.5691977821702
SEE913017084683,Zabelsdorf 5,Wind,Zehdenick,Zehdenick,12/31/2003,Hochspannung,1.5,0.3,3942.0,2177,,1288.0595462243546
SEE958756693482,Zabelsdorf 6,Wind,Zehdenick,Zehdenick,12/31/2003,Hochspannung,1.5,0.3,3942.0,2177,,995.6980061002985
SEE931527713190,921722,Wind,Bersteland,Bersteland,7/10/2020,Hochspannung,2.35,0.3,6175.8,2017,,5948.807807565964
SEE975739030157,921725,Wind,Kasel-Golzig,Kasel-Golzig,7/15/2020,Hochspannung,2.35,0.3,6175.8,2017,,5975.11975740158
SEE943562099108,F01-67851,Wind,Dahme/Mark,Dahme,12/22/2003,Hochspannung,1.5,0.3,3942.0,1669,,2256.280749017355
SEE981065450705,F02-68535,Wind,Dahme/Mark,Dahme,12/20/2003,Hochspannung,1.5,0.3,3942.0,1669,,1467.631057376996
SEE935326084307,F03-67855,Wind,Dahme/Mark,Dahme,12/22/2003,Hochspannung,1.5,0.3,3942.0,1669,,1823.5314434952445
SEE941184549094,F04-68534,Wind,Dahme/Mark,Dahme,12/29/2003,Hochspannung,1.5,0.3,3942.0,1669,,1089.7381512210325
SEE919780264055,F05-68537,Wind,Dahme/Mark,Dahme,12/29/2003,Hochspannung,1.5,0.3,3942.0,1669,,1714.4179856575481
SEE944556630666,F06-67852,Wind,Dahme/Mark,Dahme,12/27/2003,Hochspannung,1.5,0.3,3942.0,1669,,2120.7587336631022
SEE973777752598,F07-67842,Wind,Dahme/Mark,Dahme,12/28/2003,Hochspannung,1.5,0.3,3942.0,1669,,2033.1040649580855
SEE923994285157,KGE SN 205813,Wind,Schipkau,Klettwitz,2/19/2015,Hochspannung,3.3,0.3,8672.4,1633,Umspannwerk Kostebrau,2520.6061980055556
SEE974295416399,KGE SN 205814,Wind,Schipkau,Klettwitz,1/9/2015,Hochspannung,3.3,0.3,8672.4,2377,Umspannwerk Klettwitz,2426.609882996313
SEE958382998180,KGE SN 206720,Wind,Schipkau,Klettwitz,4/30/2015,Hochspannung,3.3,0.3,8672.4,3466,,1731.138265694957
SEE932114491750,T01-67947,Wind,Dahme/Mark,Dahme,11/30/2003,Hochspannung,1.5,0.3,3942.0,2859,,17.463385725031745
SEE967656488616,T02-68272,Wind,Dahme/Mark,Dahme,12/2/2003,Hochspannung,1.5,0.3,3942.0,2860,,16.44514563495764
SEE962446886061,T03-68259,Wind,Dahme/Mark,Dahme,11/28/2003,Hochspannung,1.5,0.3,3942.0,2860,,731.0367498183967
SEE943928445693,T04-68260,Wind,Dahme/Mark,Dahme,11/27/2003,Hochspannung,1.5,0.3,3942.0,2859,,603.2017918585782
SEE969244194046,T05-68273,Wind,Dahme/Mark,Dahme,11/30/2003,Hochspannung,1.5,0.3,3942.0,2859,,506.7907565678844
SEE931060330236,T06-67949,Wind,Dahme/Mark,Dahme,12/18/2003,Hochspannung,1.5,0.3,3942.0,1669,,714.2106376690017
SEE980278443412,T07-67945,Wind,Dahme/Mark,Dahme,12/16/2003,Hochspannung,1.5,0.3,3942.0,1669,,794.4044391196212
SEE904869675914,T08-67638,Wind,Dahme/Mark,Dahme,11/16/2003,Hochspannung,1.5,0.3,3942.0,1669,,872.6623921450382
SEE972552279107,T09-67946,Wind,Dahme/Mark,Dahme,12/17/2003,Hochspannung,1.5,0.3,3942.0,1669,,168.10375899053736
SEE997081696171,T11-67887,Wind,Dahme/Mark,Dahme,11/14/2003,Hochspannung,1.5,0.3,3942.0,1669,,904.8363214367387
SEE967341243902,T12-68257,Wind,Dahme/Mark,Dahme,12/7/2003,Hochspannung,1.5,0.3,3942.0,1669,,323.439901621234
SEE975141577608,T13-67886,Wind,Dahme/Mark,Dahme,11/12/2003,Hochspannung,1.5,0.3,3942.0,1669,,323.439901621234
SEE956360707960,T14-68254,Wind,Dahme/Mark,Dahme,12/5/2003,Hochspannung,1.5,0.3,3942.0,1669,,1075.198256483382
SEE968210617916,T15-67872,Wind,Dahme/Mark,Dahme,12/5/2003,Hochspannung,1.5,0.3,3942.0,1669,,492.5969769675015
SEE972139971844,T16-67816,Wind,Dahme/Mark,Dahme,4/20/2003,Hochspannung,1.5,0.3,3942.0,1669,,1136.959793860685
SEE920202065648,T18-67766,Wind,Dahme/Mark,Dahme,4/19/2003,Hochspannung,1.5,0.3,3942.0,1669,,1403.134194428857
SEE915100405276,T19-67780,Wind,Dahme/Mark,Dahme,3/28/2003,Hochspannung,1.5,0.3,3942.0,1669,,900.3152612561476
SEE908912962822,CEE Windpark Schmölln 2 WEA E01,Wind,Randowtal,Randowtal,2/16/2022,Hochspannung,3.6,0.3,9460.8,2540,UW Randowhöhe,3735.9344569092937
SEE993131644581,CEE Windpark Schmölln 2 WEA E02,Wind,Randowtal,Randowtal,1/28/2022,Hochspannung,3.6,0.3,9460.8,2540,UW Randowhöhe,3278.914868422639
SEE910376127488,T20-67948,Wind,Dahme/Mark,Dahme,12/22/2003,Hochspannung,1.5,0.3,3942.0,1669,,251.1768063224793
SEE918724650480,T21-67815,Wind,Dahme/Mark,Dahme,4/8/2003,Hochspannung,1.5,0.3,3942.0,1669,,697.7654383333627
SEE934458012165,T22-67767,Wind,Dahme/Mark,Dahme,2/5/2003,Hochspannung,1.5,0.3,3942.0,1669,,939.6426200844988
SEE975203808763,T24-67810,Wind,Dahme/Mark,Dahme,4/11/2003,Hochspannung,1.5,0.3,3942.0,1669,,1660.3869765105342
SEE967391745555,DE00.005 Preschen,Solare Strahlungsenergie,Groß Schacksdorf-Simmersdorf,Neiße-Malxetal,6/30/2012,Hochspannung,19.53,0.12,20529.936,3219,,3623.026339128962
SEE973445353997,T25-67809,Wind,Dahme/Mark,Dahme,4/13/2003,Hochspannung,1.5,0.3,3942.0,1669,,1968.9903463546552
SEE997042719659,T26-67500,Wind,Dahme/Mark,Dahme,12/16/2002,Hochspannung,1.5,0.3,3942.0,1669,,2227.9133446260353
SEE931202123009,T27-67493,Wind,Dahme/Mark,Dahme,3/28/2003,Hochspannung,1.5,0.3,3942.0,2859,,2346.233311199079
SEE937696188449,T28-67499,Wind,Dahme/Mark,Dahme,3/28/2003,Hochspannung,1.5,0.3,3942.0,179,,2451.229808113882
SEE917171793016,T29-67637,Wind,Dahme/Mark,Dahme,12/17/2002,Hochspannung,1.5,0.3,3942.0,179,,2067.589565498829
SEE981841932982,T30-67495,Wind,Dahme/Mark,Dahme,12/21/2002,Hochspannung,1.5,0.3,3942.0,179,,1846.8711535858288
SEE987561968805,T31-67497,Wind,Dahme/Mark,Dahme,2/8/2003,Hochspannung,1.5,0.3,3942.0,179,,1576.8631581510074
SEE963891280466,T33-67494,Wind,Dahme/Mark,Dahme,10/13/2003,Hochspannung,1.5,0.3,3942.0,179,,1756.629649539205
SEE938010896996,Premslin 01,Wind,Karstädt,Karstädt,1/22/2004,Hochspannung,1.5,0.3,3942.0,3370,,13.608055620581109
SEE952758832184,Premslin 02,Wind,Karstädt,Karstädt,2/18/2004,Hochspannung,1.5,0.3,3942.0,3341,,15.341469900273069
SEE916536499143,Premslin 03,Wind,Karstädt,Karstädt,3/3/2004,Hochspannung,1.5,0.3,3942.0,3344,,14.356774019618074
SEE944513829829,Premslin 04,Wind,Karstädt,Karstädt,2/17/2004,Hochspannung,1.5,0.3,3942.0,3342,,12.288304617541204
SEE925258068681,Premslin 05,Wind,Karstädt,Karstädt,1/21/2004,Hochspannung,1.5,0.3,3942.0,3369,,12.329611631395341
SEE980656172316,Premslin 06,Wind,Karstädt,Karstädt,3/8/2004,Hochspannung,1.5,0.3,3942.0,3345,,11.860368675968932
SEE932291708177,19610,Wind,Bliesdorf,Bliesdorf,12/31/2004,Hochspannung,1.75,0.3,4599.0,1711,Bliesdorf,1431.130089543745
SEE983652785542,T34-67498,Wind,Dahme/Mark,Dahme,12/30/2002,Hochspannung,1.5,0.3,3942.0,179,,2396.334592797963
SEE950243419384,T35-67501,Wind,Dahme/Mark,Dahme,3/28/2003,Hochspannung,1.5,0.3,3942.0,179,,2023.709064339807
SEE934018295106,T36-67489,Wind,Dahme/Mark,Dahme,12/16/2002,Hochspannung,1.5,0.3,3942.0,179,,2207.771452902561
SEE926134791433,T37-67496,Wind,Dahme/Mark,Dahme,12/17/2002,Hochspannung,1.5,0.3,3942.0,179,,1980.8820814493176
SEE939319028316,T39-67814,Wind,Dahme/Mark,Dahme,2/12/2003,Hochspannung,1.5,0.3,3942.0,1669,,1572.283434419235
SEE995087001616,T40-67487,Wind,Dahme/Mark,Dahme,12/15/2002,Hochspannung,1.5,0.3,3942.0,1669,,2228.7456636021557
SEE976021907911,Premslin 07,Wind,Karstädt,Karstädt,2/24/2004,Hochspannung,1.5,0.3,3942.0,3347,,11.266816258875771
SEE988072822631,Premslin 08,Wind,Karstädt,Karstädt,2/26/2004,Hochspannung,1.5,0.3,3942.0,3346,,11.189284041572947
SEE904302883838,T41-67490,Wind,Dahme/Mark,Dahme,12/14/2002,Hochspannung,1.5,0.3,3942.0,1669,,2264.2557420305416
SEE931787392081,Premslin 09,Wind,Karstädt,Karstädt,2/19/2004,Hochspannung,1.5,0.3,3942.0,3367,,13.915619587680393
SEE927045830723,T42-67635,Wind,Dahme/Mark,Dahme,12/22/2002,Hochspannung,1.5,0.3,3942.0,1669,,1665.0711846854997
